sentiment,review_body,product_category
1,I said this ran large because i bought a 16 and i normally need a size 18 (i'm busty) if the item doesn't stretch. but  a size 16 fit me. it's more straight and less blousy  but it does fit. so  if you like your tops a little less full of fabric and more tailored but loose  imho you can size down.    the fabric is rayon/polyester that's light and cool. it is semi-sheer but a white bra or nude bra would be fine. the top has a double layer in front. one solid and the over-lay of the embroidery. th,Blouses
1,This top is so beautiful! looks even better in person. i was hesitant because of the price  but i am so happy i bit the bullet and ordered. i am a 36c and the bust is slightly snug.,Blouses
1,This is a lovely and unique blouse. it can be worn with jeans  shorts or a skirt. such a beautiful addition to anyone's wardrobe!,Blouses
1,Darling top  lovely dark rich raspberry red color. runs very large so definitely size down. i ordered the s and m. i am usually m but went with the small. the s was smaller in the shoulders of course but not terribly- it was only an issue when i hugged myself. in the picture it looks like it fits her very well. i don't feel like it fits me quite as well- it's borderline maternity-ish... just a little too large and should come in at the waist just a touch more. i agree the bow i.e. seems weak (fa,Blouses
1,This is a very stylish casual top. it fits great! i plan on wearing it with a long sleeve black tshirt underneath or black turtleneck. i absolutely love the crochet detail at the bottom!,Blouses
1,I love this top! i actually didn't read the reviews prior and ordered a small. the retailer tag on mine says small  but the tag in the shirt is xs. it does run large  so the mix-up was fine by me. the style of the shirt is meant to be loose and light. i love it.,Blouses
1,This one is way better in person. admittedly  i put it in my basket only becasue it was on the stylists picks...well  it is great. a little sheer  adn super static-y when i received it  but oh so soft. the plunge is a tiny bit low for my liking  but this doe'n'tt come in petites so i had to suck it up and keep the regular sie. teh coloring is nice too  neutral  event htough there is rust and navy and greay-ish  it stil lcan be worn with anything..,Blouses
-1,This dress had so much potential. the top was absolutely gorgeous. my issue was with the bottom half of the dress. the bottom is made from a heavy quilted material that is stiff and has no movement at all. the dress is supposed to fit like a modified mermaid dress where its more fitted around the hips and flares out  the dress i received had so much material on the bottom that it actually made my hips look bigger. i though about having the dress altered but decided to return instead.,Dresses
-1,"I am typically a small/6 in dresses  but i should have gone with the other reviewers and sized down. it had no shape  but hung like a paper sack. the armholes fit perfectly though  if i had sized down they may have been too tight. i am 5'6"" 140 lb  i will return  too bad because it is a pretty dress!",Dresses
-1,"After trying several sizes  including petite and regular  i am sad to return this dress. the regular sizes were too long on me (i am 5'4"") and although the petite fit me just a little short  the biggest issue was how tent like it fit me. i wanted it to look like it does on the model but i just couldn't get the fit. usually i have great luck with cloth & stone.",Dresses
-1,This is a beautiful dress. the quality is excellent. the 3 layers and the embroidery are beautiful... however it just didn't look right on me. it looked like a maternity dress. i am very petite  short with a big bust and it just did nothing for me. i think this style would look best on a tall woman with a smaller bust. unfortunately i will be returning this dress.,Dresses
-1,I disliked this dress. it didn't fall on me the way it falls on the model pictured. i think it would work well for tall  thin women with a smaller chest. i am petite with a larger chest  and it accentuated my chest in an unflattering way and managed to make me look frumpy at the same time. not recommended for petite women.,Dresses
-1,The dress is too loose and runs too big,Dresses
-1,I have always bought interesting  pretty  wearable dresses for my daughters at retailer. now the dresses are just retro funky. sad to see.,Dresses
-1,If you have any cleavage this dress will look awful. the ties drop pretty low & look trashy over cleavage. recommend otherwise - good fabric cool look,Dresses
-1,I saw this dress and immediately started daydreaming about wearing it while honeymooning in italy along the amalfi coast or the cinque terre with my husband. and then i tried this dress on and immediately woke up. the cut is a disaster  the quality is terrible  and the dress just plain didn't work. the strips of elastic were sewn unevenly  giving the appearance that there was one large breast and one non-existent breast. the neckline was so long that it had to have the elastic run over the outsi,Dresses
0,This is such a great dress  i hate to return it. it's pretty  a nice material  and an interesting cut. but like other reviewers have said  it is just enormous. if there were a size smaller than xs  or if it came in petite  i would exchange it in a second. but since there's not  it has to go back.,Dresses
0,Loved the fabric and details. the cut was a tad looser/bigger than i expected.  perfect dress for fall.,Dresses
0,The dress is precious and looks good on all body types. however  the bust is extremely tight. i had to go up a dress size just to fit in the chest area.,Dresses
0,"This dress has a unique watercolor-like pattern and design and is silk  but as another reviewer mentioned it is unlined so you probably would want to add your own slip. the side slits come up high  almost to the hip. i am 5'1"" and bought the petite xs and it comes all the way down to my toes if i don't wear a belt. if i belt it  the length is more like one would expect from a maxi dress. i am a little puzzled as to where i would wear this because the length and fancy sleeves make it seem more fo",Dresses
0,This dress is beautiful. the fabric is light weight but textured and interesting  and the purple is gorgeous. the soft pink was a bit more orange than i expected  but not a deal breaker. the problem i had with the dress was fit around the arms. i sized up and was glad that i did because it runs small up top  but because the straps come in a bit around the arm holes  it creates armpit fat  which is not a problem i usually have. i could wear the dress with a sweater  but you wouldn't be able to se,Dresses
0,I just tried on this dress in the store  in red  and i loved the off the shoulder design. the color is just as pictured online (a light poppy red). the neckline began a few inches below my collarbone and was super flattering. however  the skirt portion of this dress flared awkwardly at the hips  causing my hips to look much wider than they really are (and also disturbing the otherwise clean lines of the dress). it seemed to me that there was too much fabric at the back portion of the skirt than,Dresses
0,"I fell in love with this dress when i saw it online and due to the ""slim fit "" i ordered a size up -- a 2 petite up from my normal 0 petite. when i received it  i was surprised about two things: 1) the material was kind of puffy (not bad  just weird)  and 2) it was too big on top - rare for a petite size - even though it fit everywhere else. i wanted to love it  but had to return. would be gorgeous for someone else!",Dresses
0,I bought this on sale thinking it was a great deal  but when it came in i found it to fit like a totally unflattering sack. the pattern didn't help anything  looking totally faded and washed out...the fabric and overall quality is nice  but the fit and pattern are just so..ugly  unfortunately. had to return it.,Dresses
0,Looks better online than in person. material makes it look a little puffy,Dresses
1,A truly gorgeous dress. ran a little too small in the shoulders for me so i had to reorder the next size up. its is very long  but i won't hesitate to have it altered. it is stunning!,Dresses
1,"I think this fits to true to size. i am 5""2 and 107 lbs. i always wear a xs. it was a tiny bit tight in the bust if i wore a big padded bra (34b). if i wore a normal very little padding bra  it did not pull much across the bust.",Dresses
1,"Saw this at the store and it is breathtaking in person. as the previous reviewer stated  i too consider this a dress and not a tunic  and it's not really crinkled either. the dress is structured  very soft  and so gorgeous on. i tried on a regular x-small and it fit but a bit uncomfortable at the mid section. the small fit better (it's meant to be a bit loose  bohemian looking) and the hem falls right at my knees which is perfect for the office (i'm 5'2""  34b  26 waist  36 hips). i have medium o",Dresses
1,"This dress has a flattering and fitted cut which perfectly compliments the unique eyelet fabric. it is at once elegant yet casual  perfect for the office or better yet  afternoon tea in a far flung british colony of yesteryear. which brings me to the buttons - putting on this dress makes one wish one had a ladies maid  but the effort is well worth it for this stunner of a dress. as others have said  it runs small and tight in the chest and is not for the well endowed. i am a petite 5'2"" and fit",Dresses
1,I a looking forward to wearing this dress with a jean or leather jacket. the dress is well made and the fringe adds a nice detail to the otherwise basic design. be sure to order a couple of sizes smaller than your regular size because the dress is huge. i ordered the dress in both colors and am keeping the blue.,Dresses
1,This is one of my favorite retailer dresses of all time. it is soo much better in person and on than the stock photos. very romantic and fun.,Dresses
1,This is dress is great for an occasion - such as a wedding.    i wanted to keep this dress for such occasion - but there were 2 drawbacks. i ordered the dress online and when i opened the package  there it had some sort of oil/petroleum based product smell. the other drawback is the hips - it just flared out more than i wanted. i think that a belt would have solved that  but i usually don't find belts in my size.    as for the fit  it is true to size. i'm a true petite and the 00p fit great!,Dresses
1,I am 5'4 and a curvy girl and find this dress to be super flattering in fit and length. i got a size 14 which is my typical size. the slip is a little tight in the bust area for me so i find it easier to put on first and then the dress over which is possible because it snaps in and out at the shoulders. it arrived super wrinkled but i found tossing it in the dryer for a few min helped - is it dry clean which is slightly high maintenance but so cute it's worth it. great dress for transitioning in,Dresses
1,"I do love this dress. i wore it for my 20th anniversary party and received numerous compliments. it's great for embracing your curves. it has a wonderful ""vintage-made-modern"" flair that classic retailer pieces always have. you do have to be careful when wearing it...jewelry or belts may snag the intricate lacework. i am definitely the type of shopper who waits for a sale. this is one of the few pieces i felt i could splurge on. it is just that unique. i hope that retailer continues to carry these t",Dresses
-1,Such a pretty fall sweater. nice fit. wore it once out shopping and it snagged :( had to return  sadly.,Fine gauge
-1,"The small  zipped and laid flat  measures 16"" across at the bottom of the armholes  11"" at the waist and 18"" from shoulder seam to bottom edge. it's too small for a size 0  and not by just a little! too bad  because it really is very pretty.",Fine gauge
-1,I loved the way it looks on. fit tts. only problem for me was it was so itchy. there is that small amt. of wool in it. if you have any problem with wool this may not work for you,Fine gauge
-1,The model looks like she's 14 years old - this sweater of course would fit a younger teen. it definitely won't work for a grown woman. please make some longer sweaters.,Fine gauge
-1,"Wanted to love this sweater for its beautiful colors and cute graphic  but the fit is uncomfortably small and it is so itchy i was yelling  ""get it off"" in the fitting room. bummer.",Fine gauge
-1,I was expecting elbow-to-full-length sleeves and like a previous review noted  they were short. very weird look for a wrap. returned.,Fine gauge
-1,This cardi is cuter in the stock photos. in person  the colors are a bit more drab. stock photos also don't show quite how much of a swing shape this has. it is very soft  though. returned it!,Fine gauge
-1,"I had this in my cart for a week before i took the plunge  because i thought it would make the cutest boho statement piece that could go from beach to casual evening outings. i'm 5'9""  so i got the m/l to ensure length. maybe that was wrong? if the ""laid flat width"" was included maybe that would have been more helpful  but this thing was massive and looked like a potato sack. the side slits (of course hidden in the photos) came up to just over my natural waist  enhancing that effect. i loved the",Fine gauge
-1,I saw this on a mannequin in the store and so wanted it to work but was just too oversized and bulky. very good quality and material.,Fine gauge
0,I loved this at first....but the quality is awful! it pilled like crazy and started to get little holes near the neck after 4-5 wears. second sweater from retailer this year with severe pilling issues. i love retailer  but will never again buy another sweater here.,Fine gauge
0,On the picture shows the belt.doesn't come with the belt.,Fine gauge
0,"I wanted to love this turtleneck. i read the reviews before ordering. i love the color  the weight of the knit  the ribbing. the small fit me perfectly; i am a 34b  not broad shouldered  and on the thin side in my upper body. however  this item has a strange ""blousy"" fit. the picture of the back view hints at this but it's worse in person. it's like a bell shaped top or even slightly trapezey  which simply doesn't work with my shape. plus  i'm long waisted. i could have made this work had it not",Fine gauge
0,"I like the design and the color of the cardigan (i got green). i like the details on the back. the cardigan is tts  the shoulder width and sleeves length seems perfect (for reference: 5'7""  125 lb  got size s).    the problem for me is that the cardigan is not as long as it looks in the photos for the rose color; the pictures for the beige show the length more accurately. it may work for a smaller lady  but i like my cardigans a bit longer and cozier.    also  it is not just that the material is",Fine gauge
0,I love the style of this top. hand washed before wearing and it looks like a rag before i even got to wear it. very disappointed since i thought it would be a very practical tank.,Fine gauge
0,I usually wear petite which this was not so a little big for me. but nice color and good quality  but pricey for what it is. it's more like a $45 sweater not $100+,Fine gauge
0,I got this as a gift and one for me. the medium fits my mom but i got the large because i'm 6'1 and it was large enough but so short waisted. i wouldn't recommend it for women over 5'7,Fine gauge
0,It's just ok. very thin and feel like it might say and stretch. color is very nice but much thinner and sheer we than what i wanted.,Fine gauge
0,This is a beautiful tunic. i wanted it to work so much but i couldn't get past the itch factor. also  the sleeves were shorter than i expected. when i wore a light tee underneath  it didn't move well and looked bulky so sadly it went back to the store. if the material doesn't bother you  buy this. would look great w/ tights/leggings and boots.,Fine gauge
1,This sweater is super cute. it has nice weight to it and is just a nice casual but attractive piece to wear with jeans or white pants. love that it zips and just a really cute pattern of marigold  mint/teal and grey/dark gray.,Fine gauge
1,"Love the fit of this sweater! it almost fits like a sweatshirt and definitely not as long as on the model. it hits me just below the hips( for ref. im 5-3""). im considering getting all the other colors because its so cute and comfortable. could be dressed up or down. runs true to size-im always a small and this fits perfectly roomy.",Fine gauge
1,Deep purple keeps it fall  flower design keeps it feminine  pockets make it fun! love it and can't wait to wear it.,Fine gauge
1,I got this top in the black and i love it. the bottom is a silky material that's really beautiful  and the cutout details are really pretty. so many of retailer's sweaters are enormous  but this one fits tts.     my one complaint is that the bottom white part wrinkles really easily.,Fine gauge
1,Be aware that this cardigan runs small- as you can see on the model  it's a form-fitting style. it's not the kind of cardigan you would unbutton and take on and off as a layering piece. i would wear it more like a top with a button-up front. it is nice and soft and the black and white scalloped design is attractive. i would recommend it if you are looking for a more fitted top with this design. i'm not wow-ed by it  but it's nice in a 50's kind of way.,Fine gauge
1,Love the softness of this sweater - it's very flattering without feeling like i am swimming in it. like the other reviewer said - it sheds a lot! the cream is very sheer so i had to wear a tank underneath.,Fine gauge
1,I tried this on as it was on sale and my size was on the store. i didn't end up buying it as it felt jsut meh compared to so many cute cardigans. i do have a couple of grey ones and tried on grey  so perhaps i jsut dind't need it... pros: short so would work with dresses and high waist.,Fine gauge
1,This green sweater is solo pretty . i wanted it from the moment i saw it. pretty layers on the bottom make it so unique!,Fine gauge
1,I tried on the xs in store (would need xxs i think  it is short enough to not need petite). anyway  the neck part was really bunching up on me (between neck and girls)  it wasn't flattering. the rest of the tank is really pretty and flattering though  but the bunching was enough for me to leave it behind. the fabric is soft  and the color is nice warm neutral. i love the lace back with the subtle layer of satiny looking fabric. overall goo  perhaps i don't have the right shoulder shape fr this.,Fine gauge
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
0,Got this in the mail today and while the design is cute  it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color  it's really pretty! just go up a size or two if anything and try it out.,Intimates
0,I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,It is a very pretty bra. light weight and beautiful lace. however  i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight  perhaps that might help with the fit?,Intimates
1,Overall very pretty.,Intimates
1,Beautiful nightie- looks like its really well made and fits really well. i'm normally a size 6-8 and the m was perfect. definitely recommend.,Intimates
1,I absolutely adore this set. it's beautifully constructed-- perfect for something special but comfortable enough for everyday wear. i normally wear a 32 c but got the 34 a/b and it fits perfectly. my only complaint is that the longline portion tends to ride up and rest just below the underwire  as there is no band holding the lace in place along the bottom. still  it is far and away my favourite bra and i highly recommend it.,Intimates
1,Absolutely wonderful - silky and sexy and comfortable,Intimates
1,I found this set once while browsing the website. i fell in love with it and kept a photo of the set so i could save up to purchase it. as luck would have it  my mom surprised me with a gift card  so i applied it to my purchase. i'm so happy with the set. it's wonderfully flattering  and makes me feel sexy. i want one in every color!,Intimates
1,Cute layered cami. great colors for summer or fall. very light fabric  tends to get a bit staticy. shorter in the back than expected but a good versatile top,Intimates
1,These are great  the colors are a little different in real life. they are really great but i think they are a bit delicate and i hope they hold up.,Intimates
1,Great piece just wish it fit a bit more blousy rather than cami,Intimates
1,I love the look of this bra  but unfortunately it is pretty skimpy and sheer. i need a little more padding to define my shape and i wish it had modesty padding. this wasn't for me so i returned it.,Intimates
-1,I really loved this vest online and decided to try it on in store. it was really cute on and fit nicely so i purchased it (in my normal size) and took it on a vacation. first time wearing it and the color transferred all over my white shirt even though it says it is pre-washed. i am very disappointed considering how expensive this was. overall  it is very cute but it may ruin your clothes so beware!,Jackets
-1,I wish this fit me better. i love the inside fur. it is extremely soft but it doesn't look flattering at all. it makes my shoulders look really broad and it was shorter in the length than i wanted. it wanted it fit over my butt (or cover half) and it sits a little below my waist. unfortunately i am taking it back. great idea though.,Jackets
-1,This jacket has cute details. i like the front pockets and color. it has no shape and is about 1 size bigger than marked. i felt like a sack of potatoes in it.,Jackets
-1,Loved the design but jacket looked like 20 years old because of a lot of piling even brand new jacket at store. i wish they use better quality fabric so i would have purchased it.,Jackets
-1,"I didn't receive a jacket. i received a very expensive cardigan sweater with no structural qualities to it. jackets have some structure to them. for example they might nip in at the waist a bit. this cardigan doesn't do that. it hangs in a very boxy shape. the quality is great. very light weight and i really love the little pockets and details  but i don't need/want another cardigan.     i'm 5'5""  118 lbs and got a small. the small seemed big  but i think it would have fit fine if it had more st",Jackets
-1,Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.,Jackets
-1,This fell apart after wearing it once. for the price  it should hold up better. it's too delicate.,Jackets
-1,I was leery of purchasing this blazer online without any reviews to read...and now i know better. the color and fabric are nice and what you would expect from the photos. the sleeves  however  ran small compared to the body. the shoulders also pulled and felt narrow compared to the torso. the body the opposite...too large and not flattering on an hourglass figure...no darts  no fitted places  nothing making it tailored to fit. open it hung wide with an unflattering silhouette. buttoned  it sprea,Jackets
-1,1. i like a shorter jacket  but this one was poorly made and poorly fit.  2. the sleeves were way too tight. i'm a size 10 or 12  and the large which would be a 14 had tight sleeves that wrinkled up my arms  and the hem of the sleeve turned inside out.  3. i ordered both a medium (size 10) and a large (size 14)   and neither hung right. the m too tight  and the large too loose in the body and too tight in the sleeves.  4. very polyester with lots of static.  5. cute idea  but not very good in pe,Jackets
0,"Tried the navy in store. boy does it run big! i'm normally a size 6 / small (ish). 5'6""  34a-28-36. the xs was still quite boxy on me while the sleeves were well fitted. i understand this is the style and i like the design with the different sleeves. it was a no buy as the main fabric was already pilling in store and looked a bit cheap - sorry!",Jackets
0,Delaine blazer so many little details with a slight bit of ruggedness. loved the unmatched buttons  checkered back and fraying that gave this piece personality making it appear less stuffy. easyily dress it up or down  that being said it seems to run true to size except the arms and shoulders were very tight. i would consider going up a size if more of an athletic build. ordered a 4 but i think a 6 would have been perfect!,Jackets
0,"The kimono is as pictured. the colors are true to what is shown on line  though the description indicates ""green multi""--it is not green. i returned the item  however. the quality is fine  but it seemed extremely over-priced to me. it seems to me that half the price would be fair for the quality.",Jackets
0,Ordered my regular size large and the fit was a snug around my hips when snapped. i didn't plan on wearing it that way so that wasn't a deal breaker for me. but because i have a larger bust i felt the padding added pounds and lots of width to my frame. i also had the same issues with coloring as other reviewers. and lastly  the collar is really high and it just bugged me. so this one went back.,Jackets
0,"Loved the look of this wool and so well made! problem was it literally would have been better on a bed as a blanket than on my body as a blanket coat. just overwhelmed me and didn't look good. i'm 5/9"" and 160 lbs so i'm no shrinking violet just too heavy of fabric.",Jackets
0,Was looking more for a tailored  blazer like chino jacket. this was just too bulky. usually wear a 00p  ordered the 00  and could have put a chunky sweater underneath. 5'4''  110 lbs  32c for reference.,Jackets
0,I don't mind loose-fitting clothing  but to say that this product runs large is an understatement. no amount of pulling  tying  pinching could help me get this jacket to fall the way it does on the model in the photo. the arm holes are a foot in diameter for artistic purposes  and the jacket itself is meant to flow far away from the body  i guess. if you try to taper it in with the strings  then end result resembles a rounded beach ball. very disappointed  especially since the design on the fabr,Jackets
0,I like how this jacket is very versatile. you can wear it to work  or play. it does have interesting detail on it  i kept it based on the price and those details. i have the olive color. the arms are a little tight.,Jackets
0,I snagged this the first day i wore it with my wedding ring. it is very delicate and i can't wear it when i'm with my kids because they pull on it so much! it will just me by night out wrap i guess!!!,Jackets
1,I was wavering on this post purchase but then decided to wear it to a store opening event and double digit people asked me where i got it or commented that they liked it. i guess i made the right decision! the inside is a super soft gray jersey knit. wears great with black.,Jackets
1,I first saw this jacket hanging at the store and it didn't look very cute. i saw it again on sale so i decided to try it on. i'm so glad i did! the inside gray material is so soft. i have broad shoulders and this jacket did not hinder my arms at all. it is very comfortable. i bought the x-small and was very surprised at how roomy it was. the sleeves are a tad bit long but the gray inner lining has an elastic cuff so it can be pushed up. not sure if the xx-small would've been too small or if the,Jackets
1,This is even cuter in person than it is in the picture. it was hanging on a rack by the dressing room  so i tried it on on a whim and loved it! so  so soft too! runs true to size. i am 5'2 and 125 and got a small.,Jackets
1,"I was looking for a stylish spring/fall jacket and this one seemed to fit the bill. i was shocked by the quality and softness of the material and construction of this jacket. i could honestly not believe how comfortable and cute this felt and looked on me. i can't wear it enough! i am a short 5'2"" but 36d and have 31"" waist so i ordered a size m and l to see which would work best. as it turned out the m fit with plenty of room! i am normally a 12/14 so i was surprised by this. if you are on the",Jackets
1,I love this kimono  it's so soft  very beautiful and delicate. so flowy just like picture... gives your outfit such a beautiful addition!,Jackets
1,I joked with my husband that if i were with the resistance  (star wars)  this is what i would wear! i actually really like it. it will look best with a girly skirt and blouse. the quilting is lightweight and the fit is slim. well made too.,Jackets
1,I'm always on the lookout for pieces that look polished  but aren't fussy. this is *that* blazer. i'm rather petite and bought the xs  though wish they had the petite in store to try on as xs is not very fitted on my frame. the perfect weight for 65 degree summer days.,Jackets
1,This jacket is so pretty and fits amazing! i ordered the size small and it fits as expected. i normally wear a size small and a size 4.,Jackets
